Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,1.156786,1.390893,1.117857,1.373214,1.162562,25708244800
2005-02-01,1.375893,1.622857,1.367500,1.602143,1.356374,21448946400
2005-03-01,1.606786,1.611071,1.386786,1.488214,1.259921,14675920000
2005-04-01,1.503214,1.587500,1.214286,1.287857,1.090299,19375518400
2005-05-01,1.293214,1.462143,1.182500,1.420000,1.202171,12858294400
2005-06-01,1.424643,1.455714,1.268571,1.314643,1.112976,11327195600
2005-07-01,1.315357,1.585000,1.296071,1.523214,1.289552,10094246400
2005-08-01,1.520357,1.726071,1.500714,1.674643,1.417752,9400806800
2005-09-01,1.678571,1.948571,1.646071,1.914643,1.620936,12347770400
2005-10-01,1.934286,2.070714,1.709643,2.056786,1.741274,18643447200
2005-11-01,2.044286,2.538214,2.031071,2.422143,2.050584,13456427600
2005-12-01,2.462500,2.695000,2.457500,2.567500,2.173644,13064164400
2006-01-01,2.585000,3.085714,2.531071,2.696786,2.283097,21878371200
2006-02-01,2.676786,2.730714,2.246429,2.446071,2.070842,18760697200
2006-03-01,2.458571,2.499643,2.059643,2.240000,1.896383,23192632400
2006-04-01,2.273929,2.573214,2.180357,2.513929,2.128291,20119282400
2006-05-01,2.527500,2.635714,2.096071,2.134643,1.807188,15608779200
2006-06-01,2.137500,2.253571,1.978929,2.045357,1.731599,17936623600
2006-07-01,2.054286,2.451071,1.791429,2.427143,2.054818,17479742000
2006-08-01,2.400714,2.500000,2.235000,2.423214,2.051492,17887646000
2006-09-01,2.445714,2.777857,2.422143,2.749286,2.327544,17721558400
2006-10-01,2.682143,2.950000,2.592857,2.895714,2.451510,14387956800
2006-11-01,2.896429,3.327143,2.778214,3.273571,2.771403,13834884000
2006-12-01,3.278571,3.297500,2.741786,3.030000,2.565197,16890792800
2007-01-01,3.081786,3.492857,2.925000,3.061786,2.592106,27209781200
2007-02-01,3.079643,3.243214,2.959286,3.021786,2.558242,13722354800
2007-03-01,3.001071,3.458214,2.991071,3.318214,2.809198,15918644000
2007-04-01,3.362143,3.660714,3.200000,3.564286,3.017523,13459740000
2007-05-01,3.556786,4.363214,3.519643,4.328214,3.664264,17365068000
2007-06-01,4.325000,4.557500,4.121429,4.358571,3.689964,23279541600
2007-07-01,4.323214,5.318571,4.260714,4.705714,3.983855,24018573600
2007-08-01,4.772857,4.987500,3.986429,4.945714,4.187040,24360798000
2007-09-01,4.997857,5.535714,4.642857,5.481071,4.640273,20931223600
2007-10-01,5.522500,6.790000,5.461786,6.783929,5.743270,23277791600
2007-11-01,6.735714,6.881429,5.379643,6.507857,5.509547,26199790400
2007-12-01,6.495000,7.248571,6.321071,7.074286,5.989086,17252678800
2008-01-01,7.116786,7.152143,4.505000,4.834286,4.092705,35173888400
2008-02-01,4.865714,4.878214,4.122857,4.465000,3.780068,24865954400
2008-03-01,4.444286,5.205000,4.214286,5.125000,4.338823,22927273600
2008-04-01,5.225000,6.428571,5.128929,6.212500,5.259501,22786982400
2008-05-01,6.248571,6.865714,6.142857,6.741071,5.706987,18588214400
2008-06-01,6.735714,6.783929,5.862500,5.980000,5.062665,19475794800
2008-07-01,5.865357,6.461071,5.233214,5.676786,4.805964,19749760800
2008-08-01,5.710714,6.444643,5.461071,6.054643,5.125860,13085755200
2008-09-01,6.157143,6.196429,3.592500,4.059286,3.436589,24067562400
2008-10-01,3.997143,4.157143,3.035714,3.842500,3.253058,41426711200
2008-11-01,3.783214,3.992500,2.826429,3.309643,2.801942,23619461600
2008-12-01,3.260714,3.700000,3.019643,3.048214,2.580617,20213846800
2009-01-01,3.067143,3.470357,2.792857,3.218929,2.725143,18105740800
2009-02-01,3.182143,3.678571,3.089643,3.189643,2.700350,13867450800
2009-03-01,3.147143,3.927857,2.940357,3.754286,3.178376,15424598000
2009-04-01,3.717500,4.542857,3.710357,4.493929,3.804558,11821681200
2009-05-01,4.492857,4.853571,4.263571,4.850357,4.106309,9457142800
2009-06-01,4.873929,5.228571,4.745714,5.086786,4.306471,12675572000
2009-07-01,5.125000,5.892857,4.800714,5.835357,4.940211,10942136800
2009-08-01,5.900357,6.160357,5.693571,6.007500,5.085949,8165124800
2009-09-01,5.999643,6.746429,5.861071,6.619643,5.604186,9989319200
2009-10-01,6.619643,7.453929,6.453571,6.732143,5.699429,12956176800
2009-11-01,6.778571,7.428571,6.627500,7.139643,6.044418,8454784800
2009-12-01,7.222857,7.641071,6.738571,7.526071,6.371568,11393958800
2010-01-01,7.622500,7.699643,6.794643,6.859286,5.807068,15168994400
2010-02-01,6.870357,7.327500,6.816071,7.307857,6.186829,10776080000
2010-03-01,7.348214,8.481429,7.337500,8.392857,7.105387,12154172800
2010-04-01,8.478929,9.730714,8.312500,9.324643,7.894235,12367129600
2010-05-01,9.422857,9.567143,7.116071,9.174286,7.766943,18082654800
2010-06-01,9.274643,9.964643,8.650000,8.983214,7.605183,16651252800
2010-07-01,9.082143,9.499643,8.557143,9.187500,7.778131,15669704400
2010-08-01,9.301429,9.438571,8.412857,8.682143,7.350297,9589120800
2010-09-01,8.838214,10.526071,8.795714,10.133929,8.579375,11849919200
2010-10-01,10.219643,11.392857,9.920357,10.749286,9.100340,12234577600
2010-11-01,10.793571,11.475000,10.634286,11.112500,9.407837,9508086000
2010-12-01,11.259643,11.666429,11.246071,11.520000,9.752826,6973234800
2011-01-01,11.630000,12.450000,11.601429,12.118571,10.259579,10841535600
2011-02-01,12.189286,13.032143,12.061429,12.614643,10.679549,9295949600
2011-03-01,12.695357,12.916786,11.652143,12.446786,10.537443,11306458800
2011-04-01,12.539643,12.683214,11.434286,12.504643,10.586426,9253829200
2011-05-01,12.490714,12.565357,11.765000,12.422500,10.516882,6912060400
2011-06-01,12.459643,12.576071,11.089286,11.988214,10.149215,9263850400
2011-07-01,11.998214,14.446429,11.935714,13.945714,11.806437,10653946800
2011-08-01,14.206429,14.267857,12.607857,13.743929,11.635603,16142599200
2011-09-01,13.779286,15.102143,13.088571,13.618571,11.529476,11977448000
2011-10-01,13.584643,15.239286,12.651429,14.456429,12.238804,13141427600
2011-11-01,14.193214,14.571429,12.975714,13.650000,11.556083,8963701600
2011-12-01,13.662143,14.610357,13.488571,14.464286,12.245456,6306532400
2012-01-01,14.621429,16.365713,14.607143,16.302856,13.801993,6859854400
2012-02-01,16.371786,19.557501,16.213572,19.372856,16.401051,11368554400
2012-03-01,19.577499,22.194643,18.436428,21.412500,18.127815,15584338000
2012-04-01,21.493929,23.000000,19.821428,20.856428,17.657042,15598990400
2012-05-01,20.889286,21.312857,18.649286,20.633215,17.468071,11106345600
2012-06-01,20.327143,21.071428,19.589287,20.857143,17.657642,7855825600
2012-07-01,20.883215,22.138214,20.357143,21.812857,18.466753,8909650400
2012-08-01,21.996786,24.316786,21.437500,23.758572,20.113995,8276206400
2012-09-01,23.777143,25.181070,23.428572,23.825001,20.256826,9199005200
2012-10-01,23.969999,24.169643,20.989286,21.261429,18.077194,12142830000
2012-11-01,21.365000,21.535713,18.062500,20.902857,17.772324,12929851200
2012-12-01,21.201786,21.235357,17.901072,19.006071,16.233423,12132752800
2013-01-01,19.779285,19.821428,15.535714,16.267500,13.894359,13123423600
