Date,Open,High,Low,Close,Adj Close,Volume
2007-05-01,15.580000,15.950000,14.015000,14.405000,11.263753,649586200
2007-06-01,14.400000,14.575000,12.610000,13.120000,10.258965,698635800
2007-07-01,13.200000,14.250000,12.815000,13.340000,10.430992,659410600
2007-08-01,13.255000,14.300000,13.015000,13.775000,10.771134,553500800
2007-09-01,13.835000,14.095000,12.975000,13.100000,10.243329,380038600
2007-10-01,13.135000,13.460000,12.815000,13.340000,10.430992,406501200
2007-11-01,13.200000,13.340000,10.885000,11.695000,9.144714,822870400
2007-12-01,11.615000,11.715000,9.945000,10.235000,8.003092,462595000
2008-01-01,10.070000,10.505000,8.830000,9.455000,7.393183,942918800
2008-02-01,9.485000,9.675000,8.875000,8.990000,7.029583,503130400
2008-03-01,9.010000,9.250000,8.385000,8.750000,6.841919,594697400
2008-04-01,8.915000,9.445000,7.695000,8.115000,6.345389,671062600
2008-05-01,7.980000,9.205000,7.840000,9.095000,7.111684,631945400
2008-06-01,9.085000,9.280000,7.865000,7.870000,6.153819,510214200
2008-07-01,7.780000,8.025000,6.665000,7.345000,5.743302,691960600
2008-08-01,7.450000,8.590000,7.005000,7.780000,6.083445,518177000
2008-09-01,7.980000,8.410000,7.065000,7.435000,5.813678,553293600
2008-10-01,7.280000,7.530000,4.580000,6.565000,5.133395,774586000
2008-11-01,6.335000,6.575000,3.530000,4.465000,3.491333,657481200
2008-12-01,4.315000,5.185000,3.965000,4.730000,3.698547,463529600
2009-01-01,4.705000,5.180000,4.250000,4.720000,3.690727,459950800
2009-02-01,4.630000,5.385000,4.450000,4.575000,3.577346,487465600
2009-03-01,4.490000,6.215000,4.060000,5.555000,4.343641,574769000
2009-04-01,5.495000,7.720000,5.405000,7.230000,5.653380,656683400
2009-05-01,7.210000,7.250000,6.260000,7.195000,5.626011,555559800
2009-06-01,7.285000,7.700000,6.770000,6.945000,5.430530,521311000
2009-07-01,6.990000,8.950000,6.380000,8.850000,6.920114,673380800
2009-08-01,8.990000,9.925000,8.835000,9.495000,7.424461,493708000
2009-09-01,9.490000,10.470000,9.105000,10.325000,8.073463,498955800
2009-10-01,10.270000,10.555000,9.345000,9.490000,7.420553,424346200
2009-11-01,9.490000,11.050000,9.425000,10.950000,8.562176,436812000
2009-12-01,10.975000,11.975000,10.475000,11.530000,9.015694,394275400
2010-01-01,11.660000,12.225000,10.875000,10.895000,8.519165,407390000
2010-02-01,10.995000,11.730000,10.630000,11.455000,8.957048,302432200
2010-03-01,11.465000,13.000000,11.435000,12.135000,9.488763,412470400
2010-04-01,12.270000,13.795000,11.975000,12.990000,10.157317,399500000
2010-05-01,13.010000,13.965000,12.035000,12.945000,10.164066,474235000
2010-06-01,12.875000,14.250000,12.135000,12.150000,9.539847,433620000
2010-07-01,12.215000,13.220000,11.735000,12.425000,9.755771,395435600
2010-08-01,12.510000,12.860000,11.250000,11.490000,9.021634,330390800
2010-09-01,11.590000,13.285000,11.515000,12.775000,10.083329,301178400
2010-10-01,12.945000,14.400000,12.685000,14.280000,11.271231,283694400
2010-11-01,14.340000,15.755000,14.220000,15.300000,12.076319,328044800
2010-12-01,15.505000,16.575001,15.505000,16.065001,12.733902,234405800
2011-01-01,16.245001,16.889999,15.375000,15.765000,12.496103,364016200
2011-02-01,15.880000,17.014999,15.585000,16.490000,13.070774,277619400
2011-03-01,16.615000,19.105000,15.860000,18.475000,14.702853,469021400
2011-04-01,18.625000,18.830000,17.500000,18.100000,14.404412,266349600
2011-05-01,18.240000,18.834999,17.420000,18.395000,14.639187,253114800
2011-06-01,18.270000,19.895000,17.305000,19.745001,15.769670,286897200
2011-07-01,19.809999,20.555000,19.450001,20.045000,16.009266,280018000
2011-08-01,20.219999,20.385000,16.860001,19.309999,15.422243,460331200
2011-09-01,19.420000,21.000000,18.209999,18.645000,14.944036,344016600
2011-10-01,18.424999,21.715000,17.559999,21.180000,16.975849,299915200
2011-11-01,20.665001,22.350000,20.275000,21.740000,17.424690,288323400
2011-12-01,21.600000,23.250000,21.334999,23.004999,18.510700,204133600
2012-01-01,23.424999,24.309999,22.639999,23.959999,19.279129,245264200
2012-02-01,24.170000,24.680000,23.705000,24.280001,19.536610,178910200
2012-03-01,24.344999,28.275000,24.049999,27.945000,22.565012,302610600
2012-04-01,28.014999,31.000000,27.980000,28.684999,23.162540,423761600
2012-05-01,28.754999,29.215000,25.715000,27.445000,22.161278,353944600
2012-06-01,26.555000,27.985001,25.514999,26.660000,21.593470,327233200
2012-07-01,26.719999,27.139999,22.545000,22.639999,18.337439,333250400
2012-08-01,22.735001,25.030001,21.520000,24.805000,20.090992,417867400
2012-09-01,24.725000,26.000000,24.495001,25.355000,20.616291,274167200
2012-10-01,25.465000,25.650000,22.135000,22.950001,18.660772,412758000
2012-11-01,22.870001,26.155001,22.695000,25.934999,21.087891,332715600
2012-12-01,26.070000,27.450001,24.780001,26.815001,21.894142,309576800
2013-01-01,27.295000,28.635000,26.840000,28.059999,22.910669,283483800
2013-02-01,28.285000,28.549999,26.260000,27.424999,22.392195,192701000
2013-03-01,27.315001,29.485001,27.000000,28.475000,23.336891,220112400
2013-04-01,28.565001,30.459999,28.325001,30.420000,24.930923,212049200
2013-05-01,30.275000,32.465000,29.799999,31.570000,25.873419,168382200
2013-06-01,31.629999,33.740002,31.155001,32.755001,26.935129,201953000
2013-07-01,33.044998,36.759998,32.910000,35.645000,29.311626,217257800
2013-08-01,36.134998,37.134998,34.930000,35.259998,28.995039,147060600
2013-09-01,35.849998,38.919998,35.465000,38.485001,31.737122,149488400
2013-10-01,38.490002,40.810001,37.224998,40.525002,33.419434,204986200
2013-11-01,40.770000,41.250000,39.500000,40.730000,33.588497,175806400
2013-12-01,40.744999,40.845001,37.955002,39.195000,32.426731,186721400
2014-01-01,39.035000,39.134998,35.435001,35.560001,29.419426,291179000
2014-02-01,35.500000,37.595001,34.334999,35.480000,29.353252,259867000
2014-03-01,35.005001,39.320000,35.000000,36.689999,30.469164,243879800
2014-04-01,36.820000,37.490002,33.965000,35.310001,29.323139,229999800
2014-05-01,35.375000,36.889999,34.570000,36.619999,30.411024,165484600
2014-06-01,36.610001,39.174999,36.580002,38.689999,32.248283,157418200
2014-07-01,38.945000,40.320000,38.560001,38.840000,32.373318,174198400
2014-08-01,38.750000,39.235001,38.080002,38.904999,32.427479,123725400
2014-09-01,38.849998,38.990002,36.889999,37.730000,31.553930,166706200
2014-10-01,37.840000,38.834999,35.384998,37.779999,31.595758,232344600
2014-11-01,37.985001,40.820000,37.735001,40.605000,33.958321,140502400
2014-12-01,40.500000,42.099998,39.220001,41.025002,34.451302,222092000
2015-01-01,41.064999,44.794998,39.279999,43.764999,36.752239,267338600
2015-02-01,43.840000,47.415001,42.930000,46.744999,39.254745,150263600
2015-03-01,46.665001,49.599998,45.610001,47.349998,39.907932,195931000
2015-04-01,47.139999,52.090000,46.279999,49.580002,41.787445,179360700
2015-05-01,49.950001,52.230000,48.570000,51.959999,43.793369,134474400
2015-06-01,51.959999,54.750000,51.099998,53.619999,45.336258,150831700
2015-07-01,53.860001,59.310001,53.310001,57.930000,48.980396,177930600
2015-08-01,58.619999,59.320000,42.049999,54.709999,46.257858,223614000
2015-09-01,53.000000,58.959999,52.740002,56.840000,48.191299,187645900
2015-10-01,56.990002,64.000000,55.889999,62.570000,53.049423,195542500
2015-11-01,63.009998,63.189999,59.500000,61.389999,52.048988,141548700
2015-12-01,61.080002,62.540001,58.270000,60.029999,51.060707,174904100
2016-01-01,58.770000,60.880001,54.939999,60.770000,51.690147,262885000
2016-02-01,60.660000,61.790001,52.630001,58.209999,49.512627,223871600
2016-03-01,58.770000,60.450001,56.570000,59.700001,50.945953,180465500
2016-04-01,59.610001,61.639999,55.290001,56.230000,47.984783,197552300
2016-05-01,56.290001,57.599998,54.189999,54.889999,46.841270,164813800
2016-06-01,54.759998,57.189999,53.410000,57.119999,48.914825,186865200
2016-07-01,57.040001,58.840000,56.060001,58.049999,49.711235,203692900
2016-08-01,58.000000,58.049999,54.849998,56.230000,48.152672,179342000
2016-09-01,56.299999,56.650002,52.900002,54.139999,46.524364,192723100
2016-10-01,54.099998,54.459999,52.590000,53.070000,45.604870,148546100
2016-11-01,53.139999,58.250000,50.840000,57.970001,49.815617,237025700
2016-12-01,57.340000,59.540001,55.400002,55.520000,47.931240,165872700
2017-01-01,55.910000,59.000000,54.880001,55.220001,47.672253,188760500
2017-02-01,55.490002,57.849998,53.810001,56.869999,49.096718,196153900
2017-03-01,57.270000,58.660000,54.090000,58.389999,50.636108,225544200
2017-04-01,58.279999,61.939999,57.380001,60.060001,52.084339,181381100
2017-05-01,60.000000,63.610001,58.869999,63.610001,55.162926,160468800
2017-06-01,63.509998,64.870003,57.959999,58.310001,50.775040,170396300
2017-07-01,58.900002,59.660000,53.410000,53.980000,47.004566,221103700
2017-08-01,54.570000,56.119999,52.580002,54.860001,47.770847,235679800
2017-09-01,54.900002,55.599998,53.049999,53.709999,46.980587,184484300
2017-10-01,53.860001,56.430000,53.660000,54.840000,47.969002,178855400
2017-11-01,55.099998,58.139999,54.049999,57.820000,50.575630,215270200
2017-12-01,57.500000,60.049999,56.459999,57.430000,50.500614,175171000
2018-01-01,57.950001,61.939999,56.549999,56.810001,49.955437,242647700
2018-02-01,56.279999,57.919998,53.560001,57.099998,50.210434,238536700
2018-03-01,57.000000,60.700001,55.680000,57.889999,51.181229,185897700
2018-04-01,57.520000,60.180000,55.380001,57.570000,50.898300,178446500
2018-05-01,57.669998,59.040001,55.540001,56.669998,50.102615,150516400
2018-06-01,56.840000,57.939999,47.369999,48.849998,43.414700,338561600
2018-07-01,48.639999,52.849998,48.400002,52.389999,46.560825,244824000
2018-08-01,52.240002,54.439999,51.200001,53.450001,47.502880,198190200
2018-09-01,53.439999,57.840000,53.209999,56.840000,50.867367,177505500
2018-10-01,56.910000,59.700001,54.709999,58.270000,52.147110,285962000
2018-11-01,58.299999,68.980003,58.070000,66.720001,59.709194,326988900
2018-12-01,67.370003,68.150002,60.419998,64.400002,57.942421,250212000
2019-01-01,63.680000,69.489998,61.400002,68.139999,61.307404,276732200
2019-02-01,68.589996,72.070000,67.080002,70.260002,63.214817,215346400
2019-03-01,70.629997,74.480003,69.029999,74.339996,67.234779,192665200
2019-04-01,74.760002,77.790001,73.730003,77.680000,70.255569,146496900
2019-05-01,77.669998,79.650002,74.330002,76.059998,68.790367,168825900
2019-06-01,76.120003,85.199997,75.650002,83.830002,76.169487,163305800
2019-07-01,84.620003,99.720001,84.029999,94.690002,86.037102,166015600
2019-08-01,95.000000,98.139999,93.029999,96.559998,87.736191,142069000
2019-09-01,96.419998,97.209999,87.610001,88.419998,80.644554,134511100
2019-10-01,88.629997,88.889999,82.129997,84.559998,77.123978,137892400
2019-11-01,84.790001,86.730003,81.029999,85.430000,77.917503,138762700
2019-12-01,85.379997,89.300003,83.820000,87.919998,80.589355,132545100
2020-01-01,88.120003,94.129997,84.519997,84.830002,77.757019,170390700
2020-02-01,85.070000,90.510002,75.720001,78.430000,71.890625,167202600
2020-03-01,77.919998,82.620003,50.020000,65.739998,60.539536,445364500
2020-04-01,63.000000,79.610001,60.900002,76.730003,70.660172,282837600
2020-05-01,74.900002,80.059998,70.650002,77.989998,71.820496,201828600
2020-06-01,77.660004,83.620003,71.059998,73.589996,68.151535,258280600
2020-07-01,74.000000,78.489998,71.820000,76.529999,70.874260,185587300
2020-08-01,76.480003,85.360001,74.760002,84.470001,78.227478,155854300
2020-09-01,84.699997,89.430000,81.750000,85.919998,80.003181,161248300
2020-10-01,87.040001,91.129997,85.089996,86.959999,80.971550,145178700
2020-11-01,87.540001,99.330002,85.449997,98.019997,91.269913,142204300
2020-12-01,99.000000,107.139999,98.209999,106.980003,100.082611,121635500
2021-01-01,107.660004,107.750000,95.919998,96.809998,90.568306,123895000
2021-02-01,96.989998,109.480003,96.919998,108.029999,101.064911,115469700
2021-03-01,108.599998,112.339996,102.750000,109.269997,102.660156,163152800
2021-04-01,110.059998,118.980003,108.199997,114.489998,107.564407,127018100
2021-05-01,115.180000,116.739998,108.879997,113.879997,106.991310,113824900
2021-06-01,114.559998,114.620003,109.260002,111.809998,105.464470,106401000
2021-07-01,111.949997,126.320000,111.809998,121.430000,114.538528,123985300
2021-08-01,122.029999,122.980003,113.610001,117.489998,110.822121,114457400
2021-09-01,118.010002,120.760002,110.309998,110.309998,104.453453,115995300
2021-10-01,110.889999,115.570000,104.019997,106.070000,100.438576,133499300
2021-11-01,107.230003,117.470001,107.199997,109.639999,103.819031,161726300
2021-12-01,110.959999,117.480003,106.610001,116.970001,111.237450,136705300
2022-01-01,116.470001,117.800003,93.790001,98.320000,93.501457,218687500
2022-02-01,98.419998,99.150002,87.250000,91.790001,87.291489,161930700
2022-03-01,91.489998,93.500000,78.919998,90.970001,86.950325,250082300
2022-04-01,91.500000,91.889999,74.480003,74.639999,71.341881,195076200
2022-05-01,75.250000,82.870003,68.389999,78.500000,75.031334,291830700
2022-06-01,78.750000,81.300003,70.349998,76.389999,73.528824,181502100
2022-07-01,76.730003,84.980003,75.730003,84.779999,81.604568,118099000
2022-08-01,84.190002,89.930000,82.690002,84.070000,80.921173,129834700
2022-09-01,83.699997,93.480003,81.669998,84.260002,81.566162,203634100
2022-10-01,84.750000,90.900002,82.430000,86.589996,83.821671,158234200
2022-11-01,88.059998,102.559998,82.970001,102.199997,98.932610,162097000
2022-12-01,102.330002,105.540001,96.169998,99.199997,96.580414,130721000
2023-01-01,100.559998,109.760002,99.470001,109.139999,106.257927,128337100
2023-02-01,108.970001,110.830002,100.820000,102.089996,99.394089,123053800
2023-03-01,102.190002,105.940002,97.190002,104.129997,101.888222,132244900
2023-04-01,104.059998,114.309998,103.070000,114.290001,111.829498,96625800
2023-05-01,114.250000,115.480003,96.980003,97.639999,95.537941,157232900
2023-06-01,97.589996,102.510002,96.519997,99.059998,97.409996,151098200
2023-07-01,98.730003,103.769997,95.550003,101.570000,99.878197,131318200
2023-08-01,101.470001,104.459999,93.709999,97.440002,95.817001,127061000
2023-09-01,98.400002,98.750000,90.209999,91.269997,90.228348,113122400
2023-10-01,91.050003,95.660004,89.209999,92.239998,91.187279,127987600
2023-11-01,91.830002,107.660004,90.550003,99.300003,98.166710,186212600
2023-12-01,98.500000,99.279999,94.339996,96.010002,95.435814,166005100
2024-01-01,95.449997,98.360001,91.400002,93.029999,92.473633,199092700
2024-02-01,93.099998,97.989998,91.669998,94.900002,94.332451,172416200
2024-03-01,94.449997,94.570000,90.059998,91.389999,91.389999,152263000
2024-04-01,91.820000,92.070000,84.290001,87.839996,87.839996,147721800
2024-04-25,89.540001,89.720001,87.680000,87.839996,87.839996,7108883
